year,quarter,region,area,sex,age_group,value,unit,source
2558,ไตรมาสที่ 4,ภาคกลาง,นอกเขตเทศบาล,หญิง,35-39 ปี,0.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ภาคเหนือ,รวม,หญิง,35-39 ปี,0.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ภาคเหนือ,ในเขตเทศบาล,หญิง,35-39 ปี,0.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,รวม,หญิง,35-39 ปี,0.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ภาคใต้,รวม,หญิง,35-39 ปี,0.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ภาคกลาง,รวม,หญิง,40-49 ปี,0.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ภาคกลาง,ในเขตเทศบาล,หญิง,40-49 ปี,0.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ภาคกลาง,นอกเขตเทศบาล,หญิง,40-49 ปี,0.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ภาคเหนือ,รวม,หญิง,40-49 ปี,0.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ภาคเหนือ,ในเขตเทศบาล,หญิง,40-49 ปี,0.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ภาคเหนือ,นอกเขตเทศบาล,หญิง,40-49 ปี,0.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,รวม,หญิง,40-49 ปี,0.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,หญิง,40-49 ปี,0.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ภาคใต้,รวม,หญิง,40-49 ปี,0.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ภาคใต้,ในเขตเทศบาล,หญิง,40-49 ปี,0.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ภาคใต้,นอกเขตเทศบาล,หญิง,40-49 ปี,0.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ทั่วประเทศ,ในเขตเทศบาล,หญิง,40-49 ปี,0.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,กรุงเทพมหานคร,ในเขตเทศบาล,หญิง,40-49 ปี,0.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ภาคกลาง,รวม,หญิง,40-49 ปี,0.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ภาคกลาง,ในเขตเทศบาล,หญิง,40-49 ปี,0.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ภาคกลาง,นอกเขตเทศบาล,หญิง,40-49 ปี,0.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ภาคเหนือ,รวม,หญิง,40-49 ปี,0.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ภาคเหนือ,ในเขตเทศบาล,หญิง,40-49 ปี,0.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ภาคเหนือ,นอกเขตเทศบาล,หญิง,40-49 ปี,0.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,หญิง,40-49 ปี,0.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ภาคใต้,รวม,หญิง,40-49 ปี,0.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ภาคใต้,ในเขตเทศบาล,หญิง,40-49 ปี,0.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ภาคใต้,นอกเขตเทศบาล,หญิง,40-49 ปี,0.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,ทั่วประเทศ,รวม,หญิง,50-59 ปี,0.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,ทั่วประเทศ,ในเขตเทศบาล,หญิง,50-59 ปี,0.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,ทั่วประเทศ,นอกเขตเทศบาล,หญิง,50-59 ปี,0.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,กรุงเทพมหานคร,ในเขตเทศบาล,หญิง,50-59 ปี,0.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,ภาคกลาง,รวม,หญิง,50-59 ปี,0.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,ภาคกลาง,ในเขตเทศบาล,หญิง,50-59 ปี,0.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,ภาคกลาง,นอกเขตเทศบาล,หญิง,50-59 ปี,0.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,ภาคเหนือ,รวม,หญิง,50-59 ปี,0.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,ภาคเหนือ,ในเขตเทศบาล,หญิง,50-59 ปี,0.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,ภาคเหนือ,นอกเขตเทศบาล,หญิง,50-59 ปี,0.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,รวม,หญิง,50-59 ปี,0.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,หญิง,50-59 ปี,0.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,ภาคใต้,รวม,หญิง,50-59 ปี,0.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 2,ทั่วประเทศ,นอกเขตเทศบาล,หญิง,50-59 ปี,0.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 2,ภาคกลาง,รวม,หญิง,50-59 ปี,0.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 2,ภาคกลาง,ในเขตเทศบาล,หญิง,50-59 ปี,0.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 2,ภาคกลาง,นอกเขตเทศบาล,หญิง,50-59 ปี,0.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 2,ภาคเหนือ,รวม,หญิง,50-59 ปี,0.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
